code,term
8CAw.00,Advice about long acting reversible contraception
68NZ.00,Immunisat. screen NOS
G21z.00,Hypertensive heart disease NOS
G232.00,Hypertensive heart and renal disease with (congestive) heart failure
39C7.00,EPUAP (European pressure ulcer advisory panel) grade 1 ulcer
39C8.00,EPUAP (European pressure ulcer advisory panel) grade 2 ulcer
39C9.00,EPUAP (European pressure ulcer advisory panel) grade 3 ulcer
39CA.00,EPUAP (European pressure ulcer advisory panel) grade 4 ulcer
8HM..00,Listed for admission to hospital
575..00,Isotope - haematology
5752.00,Isotope - red cell survival
5712.00,Isotope B12 + iron absorption
1B15.00,Feeling irritable
J521.00,Irritable colon - Irritable bowel syndrome
7035.00,Other extirpation of lesion of meninges of brain
68B2.00,Ischaemic heart disease screening
J36..00,Ischiorectal hernia
J362.00,Ischiorectal hernia - irreducible
750..00,Lip operation
8E31.00,Lip reading training
8B28.00,Lipid-lowering therapy
339s.00,Forced vital capacity before bronchodilation
Q113.00,Light for gestational age
1373.00,Light cigarette smoker (1-9 cigs/day)
4I76.00,Oral fluid 6-monoacetylmorphine level
M227.00,Naevus sebaceous of Jadassohn
5931.00,Linear-accelerator electrons
5921.00,Linear-accelerator photon ther
4I77.00,Oral fluid 7-aminonitrazepam level
4I78.00,Oral fluid benzoylecgonine level
4I79.00,Oral fluid codeine level
4I7B.00,Oral fluid diazepam level
4I7A.00,Oral fluid dihydrocodeine level
4I7C.00,Oral fluid nitrazepam level
4I7D.00,Oral fluid nordiazepam level
4I7E.00,Oral fluid temazepam level
43ts.00,Tropomyosin RAST test
M17..00,Lichen
43ZF.00,Total PSA (prostate specific antigen) level
M173.00,Lichen simplex
J500.00,Intussusception of intestine
615..00,Intra-uterine contr. device
771D.00,Intraabdominal manipulation of colon
7647.00,Intraabdominal manipulation of ileum
G61..00,Intracerebral haemorrhage (ICH)
G61X.00,"Intracerebral haemorrhage in hemisphere, unspecified"
54P5.00,Intervertebral disc arthrogram
B624.00,Leukaemic reticuloendotheliosis
7A6V.00,Endovascular placement of stent graft
F116.00,Lewy body disease
5754.00,Isotope - ferrokinetics
5753.00,Isotope - plasma volume
5751.00,Radionuclide red cell mass measurement
42S3.00,Iron absorption
42S4.00,Iron clearance
D000.00,Anaemia due to chronic blood loss
7J37.00,Other primary decompression operations on lumbar spine
D00..00,Iron deficiency anaemia
6881.00,Iron deficiency screening
7J38.00,Other revisional decompression operations on lumbar spine
B625.00,Letterer-Siwe disease (clinical)
7J4P.00,Revisional fusion of joint of spine
44CL.00,Leucocyte alkaline phosphatase level
42H3.00,Leucocytosis
42H2.00,Leucopenia
7K6p.00,Debridement and irrigation of joint
G618.00,"Intracerebral haemorrhage, multiple localized"
7K6q.00,Hybrid prosthetic replacement of knee joint using cement
8A33.00,Intracran. pressure monitoring
54C..00,Intra-venous pyelogr.-general
TN1..00,"Injury undetermined whether accidentally or purposely inflicted, poisoning by gases in domestic use"
TN20.00,"Injury undetermined whether accidentally or purposely inflicted, poisoning by motor vehicle exhaust gas"
TN2..00,"Injury ?accidental, poisoning by other gases"
TN04.00,"Injury ?accidental, poisoning by other spec drug/medicament"
TN1y.00,"Injury ?accidental, poisoning by other utility gas"
TN0..00,"Injury ?accidental, poisoning by solid/liquid substances"
TN31.00,"Injury ?accidental, suffocation by plastic bag"
TM1..00,Injury due to legal intervention by explosives
TM0..00,Injury due to legal intervention by firearms
7K73.00,Total prosthetic replacement of elbow joint
TM12.00,Injury due to legal intervention by granade
8HRD.00,Referral for ambulatory electrocardiogram
43D..00,Legionella antibody test
PG4F.00,Lei-Weill dyschondrosteosis
7L1h.00,Preparation for external beam radiotherapy
7L1i.00,Preparation for brachytherapy
M294.00,Lentigo - freckle
A300.00,Lepromatous leprosy (type L)
7K6u.00,Other prosthetic replacement of head of radius
7K6t.00,Prosthetic replacement of head of radius not using cement
L052.00,Complete legal abortion
L051.00,Legal abortion incomplete
7K6s.00,Prosthetic replacement of head of radius using cement
7K6v.00,Other stabilising operations on joint
7M0l.00,Support for preparation for radiotherapy
P542.00,Left ventricle to right atrial communication
44H6.00,Lactate dehydrogenase level
S02A.00,LFI - Le Fort I fracture of maxilla
S02B.00,Le Fort II fracture maxilla
S02C.00,LFIII - Le Fort III fracture of maxilla
SM4..00,Toxic effect of lead compound
68Nr.00,Consent given for pandemic influenza vaccination
8IAG.00,Pandemic influenza vaccination declined
61KE.00,Subcutaneous contraceptive implant palpable
AEy..00,Late effects of infectious or parasitic diseases OS
8I2d.00,Pandemic influenza vaccination contraindicated
AE2..00,Late effects of other infectious and parasitic diseases
TKy..00,Late effects of selfinflicted injury
AA32.00,Late pinta lesions
2J62.00,Medically fit for immunisation
A906.00,Latent late congenital syphilis
SCz..00,Late effect injury/poison/toxin effect/external cause NOS
8I6g.00,Pandemic influenza vaccination not indicated
8IAJ.00,Declined referral to specialist alcohol treatment service
SC03.00,Late effect of fracture neck of femur
SC01.00,Late effect of fracture of spine and trunk without mention of cord lesion
SC33.00,"Late effect of injury to blood vessel of head, neck and extremities"
43io.00,Anisakis RAST test
SC34.00,"Late effect of injury to vessel of thorax, abdomen and pelvis"
SJ18.00,Contusion of infraorbital nerve
136X.00,Number of alcohol units consumed on heaviest drinking day
SC0..00,Late effect of musculoskeletal and connective tissue injuries
SC0z.00,Late effect of musculoskeletal/connective tissue injury NOS
683C.00,Screening for Chlamydia trachomatis
6611.00,Last hospital inpatient
69DB.00,Examination of learning disabled patient
L266.00,Large-for-dates fetus
8BS..00,High risk drug monitoring review
PFy1.00,Larsen syndrome
8BS0.00,High risk drug monitoring monthly review
8BS1.00,High risk drug monitoring three monthly review
8BS2.00,High risk drug monitoring six monthly review
8BS3.00,High risk drug monitoring annual review
8CAu.00,Patient advised of anticoagulant dose
8BP7.00,Duration of anticoagulant therapy
13x..00,Contact with family
13x0.00,No contact with family
13x1.00,Minimal contact with family
13x2.00,Regular contact with family
13Zi.00,Housing history
414A.00,Aspirate sent to laboratory for examination
8HBL.00,Minor surgery follow-up arranged
L235.00,Fetal disproportion
6AD..00,Surgical review
722..00,Lacrimal apparatus operation
722z.00,Lacrimal apparatus operations NOS
6AD0.00,Minor surgery post-operative review
8151.00,Catheterisation of nasolacrimal duct
8CAx.00,Advised about minor surgery post-operative self care
F4F..00,Lachrymal system disorders
M218.00,Post-operative keloid scar
13D7.00,Sofa surfer - person of no fixed abode
6AD1.00,Wound repair review
14V7.00,Incomplete excision of lesion
8HkN.00,Referral to affordable warmth programme
22Q5.00,Total number of sutures
2FG8.00,Post operative scar - poor cosmetic result
41Z..00,Lab. procedure - general - NOS
416..00,Laboratory test requested - not done
419..00,Laboratory test result abnormal
8CAy.00,Advice given about bowel cancer screening programme
8HTp.00,Referral to interventional radiology clinic
8HTq.00,Referral to infectious disease clinic
PJ70.00,XXY Klinefelter's syndrome
PJ72.00,"Klinefelter's syndrome, male with 46XX karyotype"
PJ71.00,"Klinefelter's syndrome,male with more than two X chromosomes"
65E2.00,Influenza vaccination given by other healthcare provider
657P.00,Pneumococcal vaccination given by other healthcare provider
7B0..00,Kidney operation
M211.00,Acquired keratoderma
137k.00,Declined to give smoking status
TB11.00,"Kidney dialysis with complication, without blame"
8HTr.00,Referral to bone marrow transplantation clinic
8HkM.00,Referral to hepatobiliary and pancreatic surgery service
8HTs.00,Referral to community anticoagulation clinic
M1B..00,Juvenile plantar dermatosis
N043.00,Juvenile rheumatoid arthritis - Still's disease
PK35.00,Kartageners syndrome
N060.00,Kaschin - Beck disease
A904.00,Late congenital neurosyphilis
25QB.00,On rectal examination of prostate no abnormality detected
8BR1.00,Cardiovascular disease risk assessment indicated
8E84.00,Mobilization of joint
4Q9B.00,Tryptase level
3156.00,Jugular vein catheterisation
N08z.00,Joint derangement NOS
1V0D.00,Amount of money spent per day on drug habit
N09z.00,Joint disorders NOS
1V0E.00,Health problem secondary to drug misuse
1V06.00,Uses drug paraphernalia
8MB..00,Patient requests referral
13D8.00,Length of time homeless
7632.00,Jejunostomy
Q48B.00,Jittery newborn
6615.00,Joined self-help group
6151.00,Insertion of intrauterine contraceptive device
6153.00,Intrauterine contraceptive device re-fitted
6152.00,Intrauterine contraceptive device removed
4IA5.00,Unsatisfactory laboratory analysis
41K..00,Inconclusive laboratory finding
635C.00,Preterm infant status
573..00,Isotope distribut.static scan
5745.00,Isotope lung perfusion scan
5749.00,Isotope lymphography
5739.00,Isotope static scan of bone marrow
571..00,Isotope uptake/excret studies
8I6h.00,Screening not indicated
42S5.00,Iron utilisation
68b..00,Antenatal screening status
6773.00,Investigation results education
C3A..00,Iodine-deficiency syndromes
C0AX.00,"Iodine-deficiency-related (endemic) goitre, unspecified"
68b3.00,Antenatal screening shows significant disorder
C0A4.00,Iodine-deficiency-related multinodular (endemic) goitre
68b4.00,Repeat antenatal screening required
68b5.00,Antenatal screening result pending
68b6.00,Antenatal screening declined
F445.00,Iris and ciliary body degenerations
F444.00,Iris and ciliary body vascular disorders
68b7.00,Antenatal screening not indicated for partner
68b8.00,Antenatal screening for partner required
68bA.00,"Antenatal screening, at risk couple identified"
68bB.00,Partner declined antenatal screening
L340.00,First degree perineal laceration
65K1.00,First DT (double)+polio vaccination
65I1.00,First DTP (triple)+polio vaccination
65M7.00,1st HiB and DTP vaccine given
6591.00,First smallpox vaccination - successful
6592.00,First smallpox vaccination - unsuccessful
22ER.00,Undilated pupil
65L1.00,First tetanus and polio vaccination
312L.00,Pinhole visual acuity test
J061.00,Fissural cysts of the jaw
K312.00,Fissure of nipple
PA13.00,Fissure of tongue
54N..00,Fistula contrast radiography
N09C.00,Fistula of joint
PC36.00,Fistulae involving uterus with digestive or urinary tract
6986.00,Fitness to attend school exam.
6955.00,Fitness to travel examination
7J43.00,Fixation of spinal fracture
7J15.00,Fixation of mid facial bones
7723.00,Proctopexy
7G16.00,Flap operations to relax contracture of skin
1B74.00,Floaters in visual field
4I3B.00,Fluid sample albumin
4I3C.00,Fluid sample alk.phosphatase
4I3E.00,Fluid sample amylase
4I3G.00,Fluid sample bicarbonate
4I38.00,Fluid sample bilirubin
4I37.00,Fluid sample creatinine
4I39.00,Fluid sample glucose
4I3H.00,Fluid sample lipase
4I34.00,Fluid sample potassium
4I33.00,Fluid sample sodium
4I3J.00,Fluid sample total acid
4I3A.00,Fluid sample total protein
4I3I.00,Fluid sample trypsin
4I36.00,Fluid sample urea
8897.00,Fluid/electrol.balance regulat
562B.00,Fluorosc+radiog-female genital
5623.00,Fluorosc+radiog.-cervic column
5628.00,Fluorosc.+radiog.- chest wall
5629.00,Fluorosc.+radiog.- digestive
5625.00,Fluorosc.+radiog.- heart
5626.00,Fluorosc.+radiog.- mediastinum
562A.00,Fluorosc.+radiog.- urinary
5624.00,Fluorosc.+radiogr.- skeleton
562..00,Fluoroscopy + radiography
5616.00,Fluoroscopy - diaphragm
561E.00,Fluoroscopy - gall bladder
5627.00,Fluoroscopy+radiography -lungs
562Z.00,Fluoroscopy+radiography NOS
5621.00,Fluoroscopy+radiography-brain
5622.00,Fluoroscopy+radiography-skull
F430.00,Focal chorioretinitis
D012.00,Megaloblastic anaemia due to folate deficiency
4434.00,FSH (follicle stimulating hormone) level
M2W..00,"Follicular cyst of skin & subcutaneous tissue, unspecif"
8H8D.00,Follow-up (wait and see)
8H8C.00,Follow-up 6 weeks
8HBA.00,Follow-up in outpatient clinic
6662.00,Follow-up neurological assessment
6682.00,Follow-up ophthalmological assessment
6654.00,Follow-up psychiatric assessment
6944.00,Food-handler medical exam.
2G5C.00,Foot abnormality - diabetes related
N36A.00,Foot-drop
3397.00,Forced expired volume
339O.00,Forced expired volume in 1 second
T508.00,Forced landing while taking off
3396.00,Forced vital capacity
SP24.00,Foreign body accidentally left within patient postoperatively
M2y3.00,Foreign body granuloma of skin
SG6..00,Foreign body in intestine or colon
SG0y.00,Foreign body in other and combined sites
SG68.00,Foreign body in pelvic colon
M2y5.00,Foreign body in skin
SG91.00,"Foreign body in uterus, any part"
TF20.00,Foreign object in nose causing obstruction respiratory tract
TA17.00,Foreign object left in body during removal of catheter or packing
67E..00,Advice on foreign travel
TB03.00,"Formation of external stoma with complication, without blame"
7M0Q.00,Introduction of non removable material into organ NOC
7G28.00,Introduction of inert substance into subcutaneous tissue
7D1B.00,Insertion of supporting pessary into vagina
7G2A.00,Introduction of therapeutic substance into subcutaneous tissue
7M0P.00,Introduction of removable radioactive material into organ NOC
7G29.00,Introduction of destructive substance into subcutaneous tissue
7E0A.00,Introduction of gamete into uterine cavity
Q21..00,Intrauterine hypoxia AND/OR birth asphyxia
SL83.00,Intravenous anaesthetic poisoning
L3X..00,"Intrapartum haemorrhage, unspecified"
J545.00,Intrasphincteric abscess
S6...00,"Intracranial injury, without skull fracture"
S64..00,Intracranial injury
S641.00,Intracranial injury NOS + open intracranial wound
S640.00,Intracranial injury NOS no open intracranial wound
